userName,at,score,content,polarity_score,sentiment,content_stopwords,tokenized_stemmed,cleaned_tokenized_stemmed
Yamien Ciqloz,3/8/2023 12:51,3,mohon berhati dalam penggunaan action mobile karena saya telah tertipu dari pihak tidak saya kenal,-13,NEGATIVE,mohon berhati penggunaan action mobile saya tertipu pihak saya kenal,"['mohon', 'hati', 'guna', 'action', 'mobile', 'tipu', 'kenal']",mohon hati guna action mobile tipu kenal
Permain kata,3/8/2023 0:38,2,aplikasi eror daftar  saja susah kali dimasukin pin masa iya tidak ditemukan saya cek saldo di atm saja bisa kira koneksisaya bermasalah rupanya aplikasi  nggak jelas lebih susah daftar banking ini ketimbang banking lain,-39,NEGATIVE,aplikasi eror daftar  susah kali dimasukin pin masa iya ditemukan cek saldo atm bisa kira koneksisaya bermasalah rupanya aplikasi  jelas lebih susah daftar banking ketimbang banking,"['aplikasi', 'eror', 'daftar', 'susah', 'kali', 'dimasukin', 'pin', 'iya', 'temu', 'cek', 'saldo', 'atm', 'koneksisaya', 'masalah', 'aplikasi', 'susah', 'daftar', 'banking', 'ketimbang', 'banking']",aplikasi eror daftar susah kali dimasukin pin iya temu cek saldo atm koneksisaya masalah aplikasi susah daftar banking ketimbang banking
Cabe Kecil,3/6/2023 12:26,1,kenapa mengapa tidak bisa di akses ya katanya koneksi anda koneksinya sangat bagus loh,-3,NEGATIVE,mengapa bisa akses katanya koneksi koneksinya sangat bagus loh,"['akses', 'koneksi', 'koneksi', 'bagus', 'loh']",akses koneksi koneksi bagus loh
Neni Neni,3/6/2023 10:07,1,sayang nggak bisa daftar lewat aplikasi pembuatan rekening,-8,NEGATIVE,sayang bisa daftar lewat aplikasi pembuatan rekening,"['sayang', 'daftar', 'aplikasi', 'buat', 'rekening']",sayang daftar aplikasi buat rekening
iseng iseng,3/1/2023 19:45,5,semuanya sudah bagus tolong tambahkan fitur top up untuk dana agar tambah sempurna,10,POSITIVE,semuanya bagus tambahkan fitur top up dana tambah sempurna,"['bagus', 'tambah', 'fitur', 'top', 'up', 'dana', 'sempurna']",bagus tambah fitur top up dana sempurna
Faizalul Abrar,2/28/2023 19:03,3,tidak jelas di atm ada cardless transaction di aplikasi enggak ada bagaimana kita bisa dapat nomor transaksi,-2,NEGATIVE,jelas atm cardless transaction aplikasi enggak bagaimana bisa nomor transaksi,"['atm', 'cardless', 'transaction', 'aplikasi', 'nomor', 'transaksi']",atm cardless transaction aplikasi nomor transaksi
Obat Hati,2/27/2023 17:45,1,aplikasi sering kali error,-3,NEGATIVE,aplikasi sering kali error,"['aplikasi', 'kali', 'error']",aplikasi kali error
Pangeran arwana Arwana,2/26/2023 10:11,5,kenapa enggak bisa masuk ke bank,-3,NEGATIVE,enggak masuk bank,"['masuk', 'bank']",masuk bank
Ainun Mardiah,2/25/2023 18:29,1,saya sudah daftar di aplikasi ini tapi setiap daftar nomor verifikasi  tidak datang,-16,NEGATIVE,sudah daftar aplikasi tapi daftar nomor verifikasi  datang,"['daftar', 'aplikasi', 'daftar', 'nomor', 'verifikasi']",daftar aplikasi daftar nomor verifikasi
Agus Eriadi,2/22/2023 13:08,4,tolong sediakan menu tarik tunai tanpa kartu,6,POSITIVE,sediakan menu tarik tunai kartu,"['sedia', 'menu', 'tarik', 'tunai', 'kartu']",sedia menu tarik tunai kartu
Rahmat Zaki,2/20/2023 11:18,5,sangat membantu dalam transaksi bank dengan adanya aplikasi action semoga kedepannya ada tambahan fitur pembayaran tagihan pdam untuk kabupaten bireuen bisa setor dan tarik tunai tanpa kartu atm terimakasih,19,POSITIVE,sangat membantu transaksi bank adanya aplikasi action semoga kedepannya tambahan fitur pembayaran tagihan pdam kabupaten bireuen setor tarik tunai kartu atm terimakasih,"['bantu', 'transaksi', 'bank', 'aplikasi', 'action', 'moga', 'depan', 'tambah', 'fitur', 'bayar', 'tagih', 'pdam', 'kabupaten', 'bireuen', 'setor', 'tarik', 'tunai', 'kartu', 'atm', 'terimakasih']",bantu transaksi bank aplikasi action moga depan tambah fitur bayar tagih pdam kabupaten bireuen setor tarik tunai kartu atm terimakasih
BOYZ,2/18/2023 20:40,5,sistem bi fast telah berjalan baik dengan biaya transfer ke semua bank hanya  rupiah seperti bank bca mandiri bni dll tingkatkan lagi pelayanan bank aceh sejauh ini sudah baik isi token listrik pulsa dan gopay juga lancar,-13,NEGATIVE,sistem bi fast berjalan baik biaya transfer semua bank  rupiah bank bca mandiri bni tingkatkan pelayanan bank aceh sejauh sudah baik isi token listrik pulsa gopay lancar,"['sistem', 'bi', 'fast', 'jalan', 'biaya', 'transfer', 'bank', 'rupiah', 'bank', 'bca', 'mandiri', 'bni', 'tingkat', 'layan', 'bank', 'aceh', 'isi', 'token', 'listrik', 'pulsa', 'gopay', 'lancar']",sistem bi fast jalan biaya transfer bank rupiah bank bca mandiri bni tingkat layan bank aceh isi token listrik pulsa gopay lancar
Yunus Lubis,2/13/2023 9:39,5,sukses terusdan selalu tetap ramah,8,POSITIVE,sukses terusdan selalu tetap ramah,"['sukses', 'terusdan', 'ramah']",sukses terusdan ramah
Syaf Rizal,2/9/2023 12:33,5,sangat membantu tapi mohon untuk top up  di tambahkan dana,7,POSITIVE,sangat membantu mohon top up  tambahkan dana,"['bantu', 'mohon', 'top', 'up', 'tambah', 'dana']",bantu mohon top up tambah dana
Supriadi.89,2/8/2023 18:27,5,mohon bisa top up shopeepay di sini di perbaharui versi berikutnya nantinya terima kasih,8,POSITIVE,mohon top up shopeepay sini perbaharui versi berikutnya nantinya terima kasih,"['mohon', 'top', 'up', 'shopeepay', 'baharu', 'versi', 'terima', 'kasih']",mohon top up shopeepay baharu versi terima kasih
S R2 E Chanel,2/6/2023 17:46,5,tolong tambahin top up  ke aplikasi dana terimakasih,13,POSITIVE,tambahin top up  aplikasi dana terimakasih,"['tambahin', 'top', 'up', 'aplikasi', 'dana', 'terimakasih']",tambahin top up aplikasi dana terimakasih
Fatlon Blend,2/6/2023 0:04,1,saya melakukan pembelian pulsa saldo sudah terpotong tapi pulsa belum masuk,-12,NEGATIVE,melakukan pembelian pulsa saldo terpotong pulsa masuk,"['beli', 'pulsa', 'saldo', 'potong', 'pulsa', 'masuk']",beli pulsa saldo potong pulsa masuk
Cut Jauhari,2/3/2023 15:46,2,kenapa nggak tetap nggak bisa di buka padahal sudah di perbaharui tapi tetap sama nggak bisa di buka apknya mengapa aneh kali,4,POSITIVE,tetap bisa buka padahal perbaharui tetap sama nggak bisa di buka apknya aneh kali,"['buka', 'baharu', 'nggak', 'buka', 'apknya', 'aneh', 'kali']",buka baharu nggak buka apknya aneh kali
Sulis Tio,2/2/2023 13:54,1,kemarin saya melakukan pembelian pulsa pakai action pulsa  tidak masuk tetapi saldo rekening saya terpotong terus saya coba isi ulang lagi saldo terpotong pulsa tetap tidak masuk,-38,NEGATIVE,kemarin melakukan pembelian pulsa pakai action pulsa  masuk saldo rekening terpotong terus coba isi ulang saldo terpotong pulsa tetap masuk,"['kemarin', 'beli', 'pulsa', 'pakai', 'action', 'pulsa', 'masuk', 'saldo', 'rekening', 'potong', 'coba', 'isi', 'ulang', 'saldo', 'potong', 'pulsa', 'masuk']",kemarin beli pulsa pakai action pulsa masuk saldo rekening potong coba isi ulang saldo potong pulsa masuk
Haus Fakta,2/2/2023 7:25,3,mau transfer suka kasi notifikasi koneksi terputus periksa saldo padahal saldo berlebih mohon perbaikannya,-2,NEGATIVE,mau transfer suka kasi notifikasi koneksi terputus periksa saldo padahal saldo berlebih mohon perbaikannya,"['transfer', 'suka', 'kasi', 'notifikasi', 'koneksi', 'putus', 'periksa', 'saldo', 'saldo', 'lebih', 'mohon', 'baik']",transfer suka kasi notifikasi koneksi putus periksa saldo saldo lebih mohon baik
Viran Tika,1/31/2023 19:23,1,tadi saya ke bank untuk aktif kan sudah aktif tadi sampek rumah saya coba buka sudah nggak bisa bilnag  di smartphone ku bilng  nggak ada koneksi sedang kn tadi bisa kenpa seperti itu sedang kan paket internet banyak kasih solusi  dong,-1,NEGATIVE,tadi ke bank aktif kan aktif tadi sampek rumah coba buka bilnag  smartphone ku bilng  nggak ada koneksi sedang kn tadi kenpa itu sedang kan paket internet banyak kasih solusi  dong,"['bank', 'aktif', 'aktif', 'sampek', 'rumah', 'coba', 'buka', 'bilnag', 'smartphone', 'ku', 'bilng', 'nggak', 'koneksi', 'kn', 'kenpa', 'paket', 'internet', 'kasih', 'solusi']",bank aktif aktif sampek rumah coba buka bilnag smartphone ku bilng nggak koneksi kn kenpa paket internet kasih solusi
sucita,1/31/2023 14:59,3,kenapa ya saat di daftar malah data tidak ditemukan padahal sudah bener terus dicoba berulang kali malah pin  di blokir,-3,NEGATIVE,ya daftar malah data ditemukan padahal bener terus dicoba berulang kali malah pin  di blokir,"['ya', 'daftar', 'data', 'temu', 'bener', 'coba', 'ulang', 'kali', 'pin', 'blokir']",ya daftar data temu bener coba ulang kali pin blokir
Bahril Barus,1/27/2023 10:25,5,terimakasih action mobile bank aceh mudah untuk transaksi,11,POSITIVE,terimakasih action mobile bank aceh mudah transaksi,"['terimakasih', 'action', 'mobile', 'bank', 'aceh', 'mudah', 'transaksi']",terimakasih action mobile bank aceh mudah transaksi
BNG kids,1/24/2023 18:18,1,kenapa ya sudah  hari sampai tgl    aplikasi bank aceh nggak bisa dibuka loading terus padahal data wifi full koneksi mohon pihak bank aceh cek aplikasinya kenapa dapat begini sy jadi khawatir uang saya sedangkan aplikasi bank bsi saja dapat loading cepat bank aceh semakin ditambah data yang baru semakin lemot n eror gt tolong sgr dicek mlm ini karena sy mau tranfer buat keluarga nggak dapat nanti malam sy tes buka lg,-37,NEGATIVE,ya  hari tgl    aplikasi bank aceh bisa dibuka loading terus padahal data wifi full koneksi mohon pihak bank aceh cek aplikasinya dapat begini sy jadi khawatir uang sedangkan aplikasi bank bsi dapat loading cepat bank aceh semakin ditambah data baru semakin lemot n eror gt sgr dicek mlm karena sy mau tranfer buat keluarga dapat malam sy tes buka lg,"['ya', 'tgl', 'aplikasi', 'bank', 'aceh', 'buka', 'loading', 'data', 'wifi', 'full', 'koneksi', 'mohon', 'bank', 'aceh', 'cek', 'aplikasi', 'sy', 'khawatir', 'uang', 'aplikasi', 'bank', 'bsi', 'loading', 'cepat', 'bank', 'aceh', 'tambah', 'data', 'lot', 'n', 'eror', 'gt', 'sgr', 'cek', 'mlm', 'sy', 'tranfer', 'keluarga', 'malam', 'sy', 'tes', 'buka', 'lg']",ya tgl aplikasi bank aceh buka loading data wifi full koneksi mohon bank aceh cek aplikasi sy khawatir uang aplikasi bank bsi loading cepat bank aceh tambah data lot n eror gt sgr cek mlm sy tranfer keluarga malam sy tes buka lg
Husnul Fikri,1/23/2023 22:52,3,tolong klaw menambah kan e walat  jngan tanggung di tambah  lagi ewalet dana,6,POSITIVE,klaw menambah kan e walat  jngan tanggung tambah  ewalet dana,"['klaw', 'tambah', 'e', 'walat', 'jngan', 'tanggung', 'ewalet', 'dana']",klaw tambah e walat jngan tanggung ewalet dana
R Mulyadi,1/19/2023 13:53,5,saldo dana shope pay juga disediakan,6,POSITIVE,saldo dana shope pay disediakan,"['saldo', 'dana', 'shope', 'pay', 'sedia']",saldo dana shope pay sedia
Boy Darus,1/18/2023 22:54,1,kalo paswordnya terblokir solusinya bagai mana,3,POSITIVE,kalo paswordnya terblokir solusinya bagai mana,"['kalo', 'paswordnya', 'blokir', 'solusi']",kalo paswordnya blokir solusi
Azwar Yuri,1/18/2023 21:54,1,kenapa saat dibuka aplikasinya nggak ada tampilan masuk layar hitam yang muncul,-14,NEGATIVE,saat dibuka aplikasinya ada tampilan masuk layar hitam muncul,"['buka', 'aplikasi', 'tampil', 'masuk', 'layar', 'hitam', 'muncul']",buka aplikasi tampil masuk layar hitam muncul
AGUNG WAHYUDA,1/18/2023 21:38,5,sangat memudahkan di setiap transaksi saya dan bisa di gunakan di mna saja tanpa harus sulit semua jadi mudah dgn adanya action mobile banking bank aceh,-8,NEGATIVE,sangat memudahkan setiap transaksi dan gunakan di mna tanpa sulit semua jadi mudah dgn adanya action mobile banking bank aceh,"['mudah', 'transaksi', 'mna', 'sulit', 'mudah', 'dgn', 'action', 'mobile', 'banking', 'bank', 'aceh']",mudah transaksi mna sulit mudah dgn action mobile banking bank aceh
Irpannuddin aceh,1/18/2023 20:58,5,terimakasih action mobile telah membantu banyak orang dalam bertransaksi,10,POSITIVE,terimakasih action mobile membantu banyak orang bertransaksi,"['terimakasih', 'action', 'mobile', 'bantu', 'orang', 'transaksi']",terimakasih action mobile bantu orang transaksi
Me Mei,1/18/2023 14:21,5,saya belanja olshop online di sophee bagaimana cara bayar melalui action mobile ya terimakasih bantuan jawabannya,5,POSITIVE,belanja olshop online sophee bagaimana cara bayar melalui action mobile terimakasih bantuan jawabannya,"['belanja', 'olshop', 'online', 'sophee', 'bayar', 'action', 'mobile', 'terimakasih', 'bantu', 'jawab']",belanja olshop online sophee bayar action mobile terimakasih bantu jawab
Lara Sukma,1/18/2023 10:07,4,kenapa ya setelah saya perbaharui saat saya mau buka aplikasi  malah tidak bisa mohon di perbaiki min,-4,NEGATIVE,ya saya perbaharui saya mau buka aplikasi  malah bisa mohon perbaiki min,"['ya', 'baharu', 'buka', 'aplikasi', 'mohon', 'baik', 'min']",ya baharu buka aplikasi mohon baik min
Eddy Fardiansyah,1/17/2023 19:18,3,aplikasi sudah bbrp hari nggak bisa buka,-2,NEGATIVE,aplikasi bbrp hari bisa buka,"['aplikasi', 'bbrp', 'buka']",aplikasi bbrp buka
Asprida Kesra,1/16/2023 10:15,3,sangat beruntung ada action mobile bank aceh semua akan jadi lebih mudah,3,POSITIVE,sangat beruntung action mobile bank aceh semua jadi lebih mudah,"['untung', 'action', 'mobile', 'bank', 'aceh', 'mudah']",untung action mobile bank aceh mudah
RAHMAT MANAT,1/14/2023 22:12,3,setiap mau masuk aplikasi mengapa nge prem melulu berat waktu masuk tiba gelap thanks,-7,NEGATIVE,mau masuk aplikasi nge prem melulu berat waktu masuk tiba gelap thanks,"['masuk', 'aplikasi', 'nge', 'prem', 'melulu', 'berat', 'masuk', 'gelap', 'thanks']",masuk aplikasi nge prem melulu berat masuk gelap thanks
surahmi emafitri,1/14/2023 19:48,5,action mobile saya sudah dibupdate tapi masih belum bisa aktif,-3,NEGATIVE,action mobile sudah dibupdate masih bisa aktif,"['action', 'mobile', 'dibupdate', 'aktif']",action mobile dibupdate aktif
Dedy F,1/13/2023 22:05,5,tambahkan top up ewallet yang lengkap dan juga fitur kirim pulsa yang manualkarena banyak yang membutuhkan kan pulsa yang minimal,-23,NEGATIVE,tambahkan top up ewallet lengkap juga fitur kirim pulsa manualkarena banyak membutuhkan kan pulsa minimal,"['tambah', 'top', 'up', 'ewallet', 'lengkap', 'fitur', 'kirim', 'pulsa', 'manualkarena', 'butuh', 'pulsa', 'minimal']",tambah top up ewallet lengkap fitur kirim pulsa manualkarena butuh pulsa minimal
Susi Susanti,1/13/2023 18:40,5,transaksi jadi lebih mudah semoga maju terus,7,POSITIVE,transaksi jadi lebih mudah semoga maju terus,"['transaksi', 'mudah', 'moga', 'maju']",transaksi mudah moga maju
Muhammad Taufiq,1/13/2023 14:26,5,mantaap mohon tambahkan layanan top up ewalet dana,12,POSITIVE,mantaap mohon tambahkan layanan top up ewalet dana,"['mantaap', 'mohon', 'tambah', 'layan', 'top', 'up', 'ewalet', 'dana']",mantaap mohon tambah layan top up ewalet dana
Wan Arami,1/12/2023 22:28,5,ini baru oke perbaharui perlu sih tapi jangan sering trims aplikasinya sangat membantu saya,3,POSITIVE,baru oke perbaharui perlu sih jangan sering trims aplikasinya sangat membantu,"['oke', 'baharu', 'sih', 'trims', 'aplikasi', 'bantu']",oke baharu sih trims aplikasi bantu
Sayuddin Halim,1/12/2023 10:11,5,sangat bagus dan memudahkan,2,POSITIVE,sangat bagus memudahkan,"['bagus', 'mudah']",bagus mudah
Atjeh king Esport,1/12/2023 7:49,3,belum bisa top up shopee pay,5,POSITIVE,bisa top up shopee pay,"['top', 'up', 'shopee', 'pay']",top up shopee pay
Irma Yanti Nasution,1/11/2023 4:40,5,kenapa tidak bisa mendownlod action bank,-5,NEGATIVE,tidak mendownlod action bank,"['mendownlod', 'action', 'bank']",mendownlod action bank
Dara Akhena,1/9/2023 23:55,4,saran tolong topup ewalletnya di tambahin dana,4,POSITIVE,saran topup ewalletnya tambahin dana,"['saran', 'topup', 'ewalletnya', 'tambahin', 'dana']",saran topup ewalletnya tambahin dana
mjafar far,1/9/2023 21:41,5,maju terus bank aceh dan tingkatkan kinerja menjadi bank syariah  persen,2,POSITIVE,maju terus bank aceh tingkatkan kinerja menjadi bank syariah  persen,"['maju', 'bank', 'aceh', 'tingkat', 'kerja', 'bank', 'syariah', 'persen']",maju bank aceh tingkat kerja bank syariah persen
Ibnu Arhas,1/9/2023 13:55,5,sukses selalu dalam mengembankan bank syariah,6,POSITIVE,sukses selalu mengembankan bank syariah,"['sukses', 'emban', 'bank', 'syariah']",sukses emban bank syariah
Erlina Wati,1/9/2023 8:55,5,cepat mudah dan praktis,7,POSITIVE,cepat mudah praktis,"['cepat', 'mudah', 'praktis']",cepat mudah praktis
Zulman Parsi,1/9/2023 7:57,5,saya usulkan untuk pembelian pulsa dengan aplikasi ini nominalnya kalau bisa manual karena kebutuhan pulsa mungkin berbeda dengan yang ada dalam nominal pilihan,-9,NEGATIVE,usulkan pembelian pulsa aplikasi nominalnya kalau manual kebutuhan pulsa mungkin berbeda yang dalam nominal pilihan,"['usul', 'beli', 'pulsa', 'aplikasi', 'nominal', 'manual', 'butuh', 'pulsa', 'beda', 'nominal', 'pilih']",usul beli pulsa aplikasi nominal manual butuh pulsa beda nominal pilih
Rina Desiana,1/9/2023 7:45,5,setiap regis langsung muncul sistem eror mohon ditindaklanjuti,-7,NEGATIVE,regis langsung muncul sistem eror mohon ditindaklanjuti,"['regis', 'langsung', 'muncul', 'sistem', 'eror', 'mohon', 'ditindaklanjuti']",regis langsung muncul sistem eror mohon ditindaklanjuti
Raudhatun Najmi,1/8/2023 22:56,3,kenapa ya setelah diupdate malah aplikasinya tidak bisa dibuka,-1,NEGATIVE,ya diupdate malah aplikasinya bisa dibuka,"['ya', 'diupdate', 'aplikasi', 'buka']",ya diupdate aplikasi buka
Selsa Nainggolan,1/8/2023 16:56,3,maaf kakkenapa sekarang updatenya susah sekali ya mohon dipermudah kak agar bisa berfungsi kembali,-4,NEGATIVE,maaf kakkenapa sekarang updatenya susah sekali mohon dipermudah kak bisa berfungsi,"['maaf', 'kakkenapa', 'updatenya', 'susah', 'mohon', 'mudah', 'kak', 'fungsi']",maaf kakkenapa updatenya susah mohon mudah kak fungsi
Yunus Ayavic,1/8/2023 11:49,3,kenapa mau buka apks ini minta di perbaharui ke versi terbaru lantas ngaur diarahkan entah kemana mana minta akun lagi di play store dll mengapa jadi susah amat apa memang begitu sulit apa hrs begitu tolong di jelasin,-3,NEGATIVE,mau buka apks minta perbaharui versi terbaru lantas ngaur diarahkan entah mana minta akun play store mengapa jadi susah apa memang sulit apa hrs tolong di jelasin,"['buka', 'apks', 'baharu', 'versi', 'baru', 'lantas', 'ngaur', 'arah', 'akun', 'play', 'store', 'susah', 'sulit', 'hrs', 'tolong', 'jelasin']",buka apks baharu versi baru lantas ngaur arah akun play store susah sulit hrs tolong jelasin
Lulu Pancarian Cibro SSi,1/7/2023 22:38,4,luar biasadan senang pelayanannya,1,POSITIVE,luar biasadan senang pelayanannya,"['biasadan', 'senang', 'layan']",biasadan senang layan
Jhoen 77,1/7/2023 21:16,1,kenapa saya tidak bisa perbaharui aplikasi action mobile lagi sudah saya coba gagal terus,-17,NEGATIVE,bisa perbaharui aplikasi action mobile sudah saya coba gagal terus,"['baharu', 'aplikasi', 'action', 'mobile', 'coba', 'gagal']",baharu aplikasi action mobile coba gagal
Nur Kembang,1/7/2023 20:35,1,kok instal ulang nggak bisa ya pakai lamapun gak,2,POSITIVE,kok instal ulang bisa pakai lamapun gak,"['instal', 'ulang', 'pakai', 'lama', 'gak']",instal ulang pakai lama gak
Nur Lela,1/7/2023 20:34,4,semoga swmakin meningkat layanan dan informasi ter update,2,POSITIVE,semoga swmakin meningkat layanan informasi ter update,"['moga', 'swmakin', 'tingkat', 'layan', 'informasi', 'ter', 'update']",moga swmakin tingkat layan informasi ter update
Khairul Anwar,1/7/2023 20:17,3,fiturnya semakin lengkap ya sudah ada skn rtgs dan bifast semoga kedepannya ada top up dana dan bisa bayar marketplace shopee dkk,15,POSITIVE,fiturnya semakin lengkap sudah skn rtgs bifast semoga kedepannya top up dana bisa bayar marketplace shopee dkk,"['fiturnya', 'lengkap', 'skn', 'rtgs', 'bifast', 'moga', 'depan', 'top', 'up', 'dana', 'bayar', 'marketplace', 'shopee', 'dkk']",fiturnya lengkap skn rtgs bifast moga depan top up dana bayar marketplace shopee dkk
Wira Irayani,1/7/2023 20:04,1,jujur saya tdak suka kalau sebulan harus install versi baru dalm sebulan kliknpa tidak setahun sekali ajaknpa keseringan perbaharui nikwalahan saya harus buka buku lagi saat isi kode,-27,NEGATIVE,jujur tdak suka kalau sebulan install versi baru dalm sebulan kliknpa setahun sekali ajaknpa keseringan perbaharui nikwalahan harus buka buku saat isi kode,"['jujur', 'tdak', 'suka', 'bulan', 'install', 'versi', 'dalm', 'bulan', 'kliknpa', 'tahun', 'ajaknpa', 'sering', 'baharu', 'nikwalahan', 'buka', 'buku', 'isi', 'kode']",jujur tdak suka bulan install versi dalm bulan kliknpa tahun ajaknpa sering baharu nikwalahan buka buku isi kode
Asmira brpinim,1/7/2023 19:46,3,mau d perbaharui tp nggak bisa sudah berapa kali giliran perlu pula mau tf uang,12,POSITIVE,mau d perbaharui tp bisa berapa kali giliran perlu mau tf uang,"['d', 'baharu', 'tp', 'kali', 'gilir', 'tf', 'uang']",d baharu tp kali gilir tf uang
Khamsi Zahrani,1/7/2023 19:43,3,saya sudah tua jadi bingung disuruh instal instal,-9,NEGATIVE,sudah tua jadi bingung disuruh instal instal,"['tua', 'bingung', 'suruh', 'instal', 'instal']",tua bingung suruh instal instal
muttaqin ibra,1/7/2023 18:16,5,pelayanan callcenternya baik dan ramah serta menguasai aplikasi action mobile,8,POSITIVE,pelayanan callcenternya baik ramah menguasai aplikasi action mobile,"['layan', 'callcenternya', 'ramah', 'kuasa', 'aplikasi', 'action', 'mobile']",layan callcenternya ramah kuasa aplikasi action mobile
Maria Ulfa,1/7/2023 16:27,5,bagusdan usulan untuk transfer beda bank biaya a di perkecil  tq,2,POSITIVE,bagusdan usulan transfer beda bank biaya a perkecil  tq,"['bagusdan', 'usul', 'transfer', 'beda', 'bank', 'biaya', 'a', 'kecil', 'tq']",bagusdan usul transfer beda bank biaya a kecil tq
Zulmy Wahyu,1/7/2023 16:23,5,tambahkan shopee pay thanks,3,POSITIVE,tambahkan shopee pay thanks,"['tambah', 'shopee', 'pay', 'thanks']",tambah shopee pay thanks
Arnov Suasanaseger,1/7/2023 12:56,1,mau perbaharui saja sulit sekali tidak seperti bank nasional lainnya perbaharui itu ya tinggal tekan perbaharui langsung terinstal dong seperti bank lainnya,-6,NEGATIVE,mau perbaharui sulit sekali bank nasional lainnya perbaharui ya tinggal tekan perbaharui langsung terinstal dong seperti bank lainnya,"['baharu', 'sulit', 'bank', 'nasional', 'baharu', 'ya', 'tinggal', 'tekan', 'baharu', 'langsung', 'terinstal', 'bank']",baharu sulit bank nasional baharu ya tinggal tekan baharu langsung terinstal bank
wildan sastra,1/7/2023 12:35,1,disuruh perbaharui aplikasi tetapi nggak bisa,-5,NEGATIVE,disuruh perbaharui aplikasi nggak,"['suruh', 'baharu', 'aplikasi', 'nggak']",suruh baharu aplikasi nggak
Ismahadi Forester Channel,1/7/2023 12:21,4,setelah di minta perbaharui tapi setelah di perbaharui nggak bisa masuk lagi ke action mobile,-9,NEGATIVE,minta perbaharui setelah di perbaharui bisa masuk ke action mobile,"['baharu', 'baharu', 'masuk', 'action', 'mobile']",baharu baharu masuk action mobile
Martina Tilopa Adelina,1/7/2023 12:15,1,kenpa instal harus diperangkat lain kenapa bukan diperangkat yang dgunakan tolong lah kita mau cepat malah dibuat ribet,-16,NEGATIVE,kenpa instal diperangkat kenapa bukan diperangkat dgunakan lah mau cepat malah dibuat ribet,"['kenpa', 'instal', 'perangkat', 'perangkat', 'dgunakan', 'cepat', 'ribet']",kenpa instal perangkat perangkat dgunakan cepat ribet
zakaria rsud,1/7/2023 11:13,1,sy di minta untuk perbaharui tapi tidak bisa di updatelama pingin pindah bank,-6,NEGATIVE,sy minta perbaharui tidak di updatelama pingin pindah bank,"['sy', 'baharu', 'updatelama', 'pingin', 'pindah', 'bank']",sy baharu updatelama pingin pindah bank
Jek Ki,1/7/2023 8:20,1,gak jelas perbaharui nggak bisa,-4,NEGATIVE,gak jelas perbaharui bisa,"['gak', 'baharu']",gak baharu
ilham aulia,1/7/2023 8:18,5,transaksi lebih mudah menggunakan action,8,POSITIVE,transaksi lebih mudah menggunakan action,"['transaksi', 'mudah', 'action']",transaksi mudah action
Ihwanul Hakim,1/7/2023 7:53,5,saya suka dengan fitur baru yang bisa mengirimkan riwayat transaksi bulanan ke email,-2,NEGATIVE,suka fitur baru bisa mengirimkan riwayat transaksi bulanan email,"['suka', 'fitur', 'kirim', 'riwayat', 'transaksi', 'bulan', 'email']",suka fitur kirim riwayat transaksi bulan email
nur asmaniah,1/7/2023 6:18,5,dengan aplikasi action mobile saya sangat mudah transaksi dengan pihak lain tidak antri dibank,-11,NEGATIVE,aplikasi action mobile sangat mudah transaksi pihak tidak antri dibank,"['aplikasi', 'action', 'mobile', 'mudah', 'transaksi', 'antri', 'bank']",aplikasi action mobile mudah transaksi antri bank
Molida Molida,1/3/2023 13:30,2,sy mau tanya kenapa susah buka aplikasi e banking ya sy buka reg pakai nomor smartphone yang sama dan gmail juga sama mengapa keluarnya data tidak di temukan waktu sy daftar apa hrus ke bank daftar  bank lain dapat buat sendiri,-15,NEGATIVE,sy mau tanya susah buka aplikasi e banking sy buka reg pakai nomor smartphone sama gmail sama keluarnya data di temukan waktu sy daftar apa hrus bank daftar  bank dapat buat sendiri,"['sy', 'susah', 'buka', 'aplikasi', 'e', 'banking', 'sy', 'buka', 'reg', 'pakai', 'nomor', 'smartphone', 'gmail', 'keluar', 'data', 'temu', 'sy', 'daftar', 'hrus', 'bank', 'daftar', 'bank']",sy susah buka aplikasi e banking sy buka reg pakai nomor smartphone gmail keluar data temu sy daftar hrus bank daftar bank
Ida Nurmawan,1/3/2023 12:12,3,untuk pengguna oppo tidak berhasil digunakan semoga lebih baik lagi,-1,NEGATIVE,pengguna oppo berhasil digunakan semoga lebih baik,"['guna', 'oppo', 'hasil', 'moga']",guna oppo hasil moga
